"","interaction","cell1","cell2","p-value"
"6498","WNT1_FZD10_LRP5","Innate Lymphocytes","Stromal Cells","0"
"6499","WNT1_FZD10_LRP5","Macrophage","Stromal Cells","0"
"6500","WNT1_FZD10_LRP5","Mast Cells","Stromal Cells","0"
"6501","WNT1_FZD10_LRP5","Microglia","Stromal Cells","0"
"6502","WNT1_FZD10_LRP5","Monocyte","Stromal Cells","0"
"6503","WNT1_FZD10_LRP5","NK Cell","Stromal Cells","0"
"6504","WNT1_FZD10_LRP5","Stem Cells","Stromal Cells","0"
"6505","WNT1_FZD10_LRP5","Stromal Cells","Stromal Cells","0"
"6506","WNT1_FZD10_LRP5","T Cell","Stromal Cells","0"
"6507","WNT1_FZD10_LRP5","Eosinophil","T Cell","0.02"
"6508","WNT1_FZD2_LRP5","Eosinophil","ab T Cell","0.02"
"6509","WNT1_FZD2_LRP5","Eosinophil","Basophils","0.01"
"6510","WNT1_FZD2_LRP5","Eosinophil","Dendritic Cell","0"
"6511","WNT1_FZD2_LRP5","Stromal Cells","Dendritic Cell","0.03"
"6512","WNT1_FZD2_LRP5","Eosinophil","Eosinophil","0"
"6513","WNT1_FZD2_LRP5","Stromal Cells","Eosinophil","0.02"
